iter	Logloss
264	0.3363257922
265	0.3362478478
266	0.3360117143
267	0.335687541
268	0.3352332808
269	0.3349851015
270	0.3345167531
271	0.3344435108
272	0.3342845746
273	0.3339531885
274	0.3338374056
275	0.3334518538
276	0.3329697316
277	0.3327597394
278	0.3322501918
279	0.3318597771
280	0.3313205749
281	0.3310769114
282	0.3308201929
283	0.3303737159
284	0.3302858742
285	0.3300118275
286	0.3297693841
287	0.3292488945
288	0.3290714953
289	0.3285107417
290	0.3283916028
291	0.3281036124
292	0.327888727
293	0.3277426862
294	0.3274032768
295	0.327271784
296	0.3267538509
297	0.3265108254
298	0.3263193889
299	0.3261885117
300	0.3260527525
301	0.3260112275
302	0.325924035
303	0.3255052229
304	0.3253566121
305	0.3248519459
306	0.3247642787
307	0.3242294308
308	0.3241810428
309	0.3237458231
310	0.3236475147
311	0.3236004001
312	0.3234766964
313	0.3234314185
314	0.3231545378
315	0.3229677204
316	0.3228185623
317	0.3226729632
318	0.3226438237
319	0.3223669181
320	0.3222203721
321	0.3221062999
322	0.3218345042
323	0.3216381424
324	0.3211465083
325	0.320911118
326	0.3206535151
327	0.3201000157
328	0.319964714
329	0.3196272843
330	0.3193657512
331	0.3192468396
332	0.3189358461
333	0.3186664186
334	0.3186180282
335	0.3185393158
336	0.3182662853
337	0.318077857
338	0.3179774825
339	0.3177814175
340	0.3175301514
341	0.3173097133
342	0.3172906325
343	0.3172136662
344	0.3170633756
345	0.3169830178
346	0.3167719961
347	0.316754426
348	0.3165885247
349	0.3165518024
350	0.3163257531
351	0.3161968881
352	0.3158599973
353	0.3158200472
354	0.3147342249
355	0.3142098959
356	0.313829084
357	0.3137890666
358	0.3134503986
359	0.3133279253
360	0.3131785032
361	0.3129807368
362	0.3126451667
363	0.3124761002
364	0.3122928546
365	0.3121948799
366	0.3121762659
367	0.3120504895
368	0.31192099
369	0.3117074418
370	0.3114859445
371	0.3113098469
372	0.3112161731
373	0.3107484834
374	0.3106508859
375	0.3101762359
376	0.3101575722
377	0.310016716
378	0.3097790314
379	0.3096338786
380	0.3091519836
381	0.3091367898
382	0.3088788939
383	0.3085578466
384	0.3083495578
385	0.3079392441
386	0.3075724384
387	0.306656506
388	0.3064442447
389	0.3063071426
390	0.3061425928
391	0.3056947073
392	0.3051778215
393	0.3049693663
394	0.304791232
395	0.3046736609
396	0.3043677285
397	0.3042950374
398	0.3042245327
399	0.3040941321
400	0.3035844282
401	0.3032826544
402	0.3026582755
403	0.302601719
404	0.3024593835
405	0.3017096138
406	0.3010375401
407	0.3000190724
408	0.3000027566
409	0.2997234035
410	0.2997114929
411	0.2996389693
412	0.2993713235
413	0.2991028979
414	0.2990984555
415	0.2990479692
416	0.2989989776
417	0.2989320028
418	0.2988018803
419	0.2985752009
420	0.2985640662
421	0.2983762561
422	0.2983630013
423	0.2982035201
424	0.2975445715
425	0.2974585609
426	0.2973023515
427	0.2971129073
428	0.2969111215
429	0.2964268495
430	0.2961991493
431	0.2960635527
432	0.2955297993
433	0.2954446902
434	0.2953429679
435	0.2950912419
436	0.2949626324
437	0.2944347482
438	0.2940371174
439	0.2938833802
440	0.2934058972
441	0.2929125508
442	0.2925501248
443	0.2924027494
444	0.292333651
445	0.2922635725
446	0.2922109431
447	0.2920480087
448	0.2920348885
449	0.29180073
450	0.2913668956
451	0.2913324197
452	0.2907462056
453	0.2907387193
454	0.2906657335
455	0.2904933854
456	0.2902541168
457	0.2897972951
458	0.2894285521
459	0.2893355628
460	0.2889041644
461	0.2886300198
462	0.2883489544
463	0.2878636271
464	0.2877253148
465	0.2876977491
466	0.2876409851
467	0.2876342318
468	0.2871265199
469	0.2865939465
470	0.2861224971
471	0.2861141244
472	0.285780709
473	0.2855114134
474	0.2852177883
475	0.2849531838
476	0.2849189738
477	0.2846167637
478	0.2845102661
479	0.284493376
480	0.2842086815
481	0.2841633893
482	0.2841366734
483	0.2839721891
484	0.2835223534
485	0.2833360375
486	0.2830009626
487	0.282916227
488	0.2824179636
489	0.2823226832
490	0.2818546251
491	0.2815828564
492	0.2814466264
493	0.2810736832
494	0.2810566797
495	0.2807161708
496	0.2803466928
497	0.2799208299
498	0.279832648
499	0.2797935136
500	0.2797779193
501	0.2796089663
502	0.2794478058
503	0.279425642
504	0.2790756167
505	0.2790148159
506	0.2789933862
507	0.278919804
508	0.278758646
509	0.2786367427
510	0.2786217143
511	0.2784975419
512	0.2780840538
513	0.2778792959
514	0.2777325074
515	0.2776467238
516	0.2776377095
517	0.2775210622
518	0.2772566043
519	0.2771589929
520	0.2769487377
521	0.2765991289
522	0.2764432042
523	0.2764351638
524	0.2760918464
525	0.2758524423
526	0.2758183335
527	0.2754582856
528	0.2752861724
529	0.2748940664
530	0.2745612032
531	0.2743902628
532	0.2742869365
533	0.2740751886
534	0.2736888819
535	0.2734117692
536	0.2730431963
537	0.2723902026
538	0.2717719812
539	0.2715604084
540	0.2713953835
541	0.2710493969
542	0.2709256243
543	0.2709143239
544	0.2705690408
545	0.2700701188
546	0.2699422229
547	0.2699360463
548	0.2695439842
549	0.2695136678
550	0.2692102625
551	0.2690839311
552	0.2689704322
553	0.2686477399
554	0.2681332849
555	0.2681038059
556	0.2679199014
557	0.2674926248
558	0.267331145
559	0.2672912653
560	0.267077944
561	0.2668421992
562	0.266299556
563	0.2662919477
564	0.2661921648
565	0.2660828079
566	0.2658369046
567	0.265680692
568	0.2655508751
569	0.2653931507
570	0.2653813298
571	0.265187722
572	0.2649596511
573	0.2647600744
574	0.2644341106
575	0.2640897114
576	0.2638550603
577	0.2635241604
578	0.2632533102
579	0.2625314758
580	0.262488075
581	0.262485995
582	0.2620913437
583	0.2618009989
584	0.2615257816
585	0.2614653491
586	0.2614502262
587	0.2613773559
588	0.2611148218
589	0.2610561581
590	0.2609404421
591	0.2609044762
592	0.2605637809
593	0.2605571808
594	0.2605468504
595	0.2604052484
596	0.2602870758
597	0.2601512839
598	0.2598318909
599	0.2598178619
600	0.2597751398
601	0.2596162216
602	0.2595806658
603	0.2595274697
604	0.2589823686
605	0.2586827982
606	0.2585169755
607	0.258509284
608	0.2584975369
609	0.2583885134
610	0.2576133399
611	0.2574789477
612	0.2573505716
613	0.2572521909
614	0.2571980002
615	0.257015673
616	0.2567740206
617	0.2567134147
618	0.2566979388
619	0.2562968998
620	0.2562441959
621	0.2560278234
622	0.2557381179
623	0.2556279669
624	0.2554112241
625	0.2552758012
626	0.2550704426
627	0.2549212063
628	0.2548554241
629	0.2545541492
630	0.2542133841
631	0.2542028632
632	0.2541421235
633	0.2540600903
634	0.2539621532
635	0.2538852737
636	0.2538007235
637	0.2536359506
638	0.2535054908
639	0.2530547847
640	0.2527832761
641	0.2527535041
642	0.2527445248
643	0.2526801891
644	0.2525853473
645	0.2524574021
646	0.2524203384
647	0.2523709236
648	0.2523244442
649	0.2522687198
650	0.2519067437
651	0.2517007761
652	0.2513142632
653	0.251014406
654	0.2509672159
655	0.2509373343
656	0.250609887
657	0.2505695106
658	0.2503327366
659	0.2502921699
660	0.2502455408
661	0.2501233397
662	0.2497813208
663	0.249595815
664	0.2494829554
665	0.2494625752
666	0.2491659847
667	0.2490391085
668	0.2490102456
669	0.2489298459
670	0.2483121872
671	0.2482350281
672	0.2479582839
673	0.2479192824
674	0.2477445421
675	0.2475739951
676	0.2472140181
677	0.2470983755
678	0.247044442
679	0.2470315278
680	0.246789673
681	0.2467794899
682	0.2466135092
683	0.2465308904
684	0.2461648204
685	0.2458703535
686	0.245687778
687	0.2456623711
688	0.2455613291
689	0.2453988972
690	0.2451284182
691	0.2450288874
692	0.244918959
693	0.244683217
694	0.2446686703
695	0.2444200281
696	0.2443327846
697	0.2442395764
698	0.2442300422
699	0.2441618556
700	0.2440746581
701	0.2440330144
702	0.2439702972
703	0.2438210269
704	0.2437663276
705	0.2436497137
706	0.2434994335
707	0.2433122535
708	0.2432755686
709	0.2432425866
710	0.2430905589
711	0.2430020835
712	0.2425487657
713	0.2424770517
714	0.2422360872
715	0.2419544057
716	0.2417966886
717	0.2416055254
718	0.2414624472
719	0.2413853813
720	0.2413010398
721	0.2412886025
722	0.2408412825
723	0.240249861
724	0.2401518758
725	0.2398360918
726	0.2396017243
727	0.2394578833
728	0.2394044283
729	0.2392339511
730	0.2391864891
731	0.2390848951
732	0.2389922012
733	0.2388764266
734	0.2386869872
735	0.2385110709
736	0.2379401225
737	0.2377764676
738	0.2376178987
739	0.2374801476
740	0.2371545412
741	0.2371263731
742	0.2368738047
743	0.2368257056
744	0.2368172899
745	0.2367536296
746	0.2365844719
747	0.2365618027
748	0.2359584355
749	0.2359295234
750	0.235779595
751	0.2356322083
752	0.235596912
753	0.2355419264
754	0.2354293943
755	0.235321268
756	0.2352564527
757	0.235175883
758	0.2351267774
759	0.2350190769
760	0.2349247622
761	0.2346822327
762	0.2346012065
763	0.2345104559
764	0.2343695862
765	0.2342701032
766	0.2341655766
767	0.2340438096
768	0.2339022813
769	0.2335142161
770	0.2333177479
771	0.233102845
772	0.2330319537
773	0.2326812594
774	0.2325809392
775	0.232427629
776	0.2324122024
777	0.2323681186
778	0.2323456532
779	0.2322967056
780	0.2320496768
781	0.2318918316
782	0.2317798903
783	0.2315542402
784	0.2315104189
785	0.2314801367
786	0.2314201241
787	0.2313894995
788	0.2313199936
789	0.231270528
790	0.2311527169
791	0.230999414
792	0.2309748434
793	0.2308346435
794	0.2306427559
795	0.2305426596
796	0.2304914644
797	0.2304780961
798	0.230151653
799	0.230005766
